Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-4549349,Defective ALG2 causes CDG-1i,1,3,1.97E-04,0.515709995,0.834748389,1,1,7.07E-05,9606,Homo sapiens,ALG2,,R-HSA-4549368
R-HSA-164939,Nef mediated downregulation of CD28 cell surface expression,1,3,1.97E-04,0.515709995,0.834748389,2,3,2.12E-04,9606,Homo sapiens,AP2M1,,R-HSA-167633;R-HSA-167637
R-HSA-9635644,Inhibition of membrane repair,1,3,1.97E-04,0.515709995,0.834748389,1,3,2.12E-04,9606,Homo sapiens,HGS,,R-HSA-9635667
R-HSA-352238,Breakdown of the nuclear lamina,1,3,1.97E-04,0.515709995,0.834748389,1,3,2.12E-04,9606,Homo sapiens,LMNB1,,R-HSA-264871
R-HSA-8856828,Clathrin-mediated endocytosis,39,161,0.010564304,0.51575519,0.834748389,31,35,0.002473323,9606,Homo sapiens,ITSN2;HIP1;TFRC;GPS1;TGFA;AP2A1;ADRB2;FNBP1L;ACTB;EGFR;UBC;FCHO2;REPS2;EMILIN2;LDLR;KIAA0319;AP2M1;AGFG1;PACSIN1;ACTR3;EGF;SGIP1;WNT5A;HIP1R;EPS15L1;TACR1;GAPVD1;DNM1;EPN1;SNX18;ARPC2;HGS;SYT11;VAMP4;CFTR;HBEGF,,R-HSA-8868230;R-HSA-9681616;R-HSA-8868236;R-HSA-8862280;R-HSA-8866269;R-HSA-8871196;R-HSA-8871194;R-HSA-8871193;R-HSA-8868071;R-HSA-8866279;R-HSA-8863463;R-HSA-8863718;R-HSA-8866277;R-HSA-8866275;R-HSA-8863471;R-HSA-8856813;R-HSA-8867756;R-HSA-8868651;R-HSA-8866283;R-HSA-8863723;R-HSA-8867754;R-HSA-8863721;R-HSA-8868072;R-HSA-8868648;R-HSA-8856808;R-HSA-8868661;R-HSA-8868660;R-HSA-8868659;R-HSA-8868658;R-HSA-8863472;R-HSA-8869438
R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins,13,53,0.00347769,0.515833591,0.834748389,10,15,0.001059996,9606,Homo sapiens,GNGT2;PRKAR2B;GNB2;GNB4;POC1B;ADCY3;P3H3;PRKACA;GNG12;PRKACB;ADCY7;AQP1,,R-HSA-432054;R-HSA-163617;R-HSA-111925;R-HSA-432195;R-HSA-422320;R-HSA-8951727;R-HSA-432188;R-HSA-164377;R-HSA-432010;R-HSA-432232
R-HSA-9013422,RHOBTB1 GTPase cycle,6,24,0.001574803,0.521789713,0.834748389,2,2,1.41E-04,9606,Homo sapiens,SPEN;CUL3;GPS1;STK38;PDE5A;RHOBTB1,,R-HSA-9018778;R-HSA-9018774
R-HSA-5654710,PI-3K cascade:FGFR3,6,24,0.001574803,0.521789713,0.834748389,6,7,4.95E-04,9606,Homo sapiens,FGF9;FGF18;FGF1;FGFR3;FGF2,,R-HSA-5654709;R-HSA-5654643;R-HSA-5654640;R-HSA-5654641;R-HSA-5654705;R-HSA-5654637
R-HSA-392851,Prostacyclin signalling through prostacyclin receptor,6,24,0.001574803,0.521789713,0.834748389,3,5,3.53E-04,9606,Homo sapiens,GNGT2;GNB2;GNB4;POC1B;P3H3;GNG12,,R-HSA-392852;R-HSA-392870;R-HSA-392874
R-HSA-375165,NCAM signaling for neurite out-growth,17,70,0.004593176,0.524422999,0.834748389,23,23,0.001625327,9606,Homo sapiens,GFRA1;CACNA1D;RPS6KA5;COL4A2;COL5A1;COL4A1;PTPRA;COL4A4;COL5A2;COL4A3;COL6A1;FYN;NCAM1;COL9A2;AGRN;SOS1;SPTBN2,,R-HSA-525833;R-HSA-391872;R-HSA-198756;R-HSA-375149;R-HSA-375148;R-HSA-375151;R-HSA-375144;R-HSA-392053;R-HSA-375157;R-HSA-422454;R-HSA-392054;R-HSA-392051;R-HSA-375155;R-HSA-375154;R-HSA-391868;R-HSA-391871;R-HSA-391865;R-HSA-199935;R-HSA-375161;R-HSA-375160;R-HSA-391867;R-HSA-391866;R-HSA-419033
R-HSA-165054,Rev-mediated nuclear export of HIV RNA,11,45,0.002952756,0.52526332,0.834748389,8,10,7.07E-04,9606,Homo sapiens,NDC1;POM121;NUP205;POM121C;NUP42;NUP85;NUP62;PIM1;EMB;AAAS;NUP37,,R-HSA-165043;R-HSA-180739;R-HSA-165047;R-HSA-165028;R-HSA-180885;R-HSA-165034;R-HSA-180687;R-HSA-165055
R-HSA-936964,Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon,5,20,0.001312336,0.5298909,0.834748389,9,9,6.36E-04,9606,Homo sapiens,IRF3;TRAF3;UBC;IRF7,,R-HSA-936941;R-HSA-177671;R-HSA-5362500;R-HSA-168933;R-HSA-166245;R-HSA-5362486;R-HSA-2213017;R-HSA-2201338;R-HSA-166271
R-HSA-5099900,WNT5A-dependent internalization of FZD4,5,20,0.001312336,0.5298909,0.834748389,5,5,3.53E-04,9606,Homo sapiens,PRKCB;WNT5A;PRKCA;AP2A1;PRKACA;AP2M1,,R-HSA-5138459;R-HSA-5099899;R-HSA-5138441;R-HSA-5138432;R-HSA-5138433
R-HSA-5656121,Translesion synthesis by POLI,5,20,0.001312336,0.5298909,0.834748389,3,3,2.12E-04,9606,Homo sapiens,RFC2;UBC;REV3L;RPA1,,R-HSA-5656148;R-HSA-5656158;R-HSA-5656105
R-HSA-354194,GRB2:SOS provides linkage to MAPK signaling for Integrins ,5,20,0.001312336,0.5298909,0.834748389,2,2,1.41E-04,9606,Homo sapiens,APBB1IP;CYTH2;ITGB3;FN1;TLN1;SOS1,,R-HSA-354165;R-HSA-354087
R-HSA-5083636,Defective GALNT12 causes CRCS1,5,20,0.001312336,0.5298909,0.834748389,1,1,7.07E-05,9606,Homo sapiens,GALNT12;MUC1;MUC20;MUC3A;MUC4,,R-HSA-5096532
R-HSA-5083625,Defective GALNT3 causes HFTC,5,20,0.001312336,0.5298909,0.834748389,1,1,7.07E-05,9606,Homo sapiens,MUC1;GALNT3;MUC20;MUC3A;MUC4,,R-HSA-5096537
R-HSA-399997,Acetylcholine regulates insulin secretion,5,20,0.001312336,0.5298909,0.834748389,6,7,4.95E-04,9606,Homo sapiens,PLCB3;MARCKS;GNA11;PRKCA;PLCB1;PRKACA,,R-HSA-400023;R-HSA-399998;R-HSA-400015;R-HSA-399978;R-HSA-400027;R-HSA-399995
R-HSA-388844,Receptor-type tyrosine-protein phosphatases,5,20,0.001312336,0.5298909,0.834748389,3,6,4.24E-04,9606,Homo sapiens,PPFIBP1;PPFIBP2;IL1RAP;PPFIA3;PTPRF,,R-HSA-6798258;R-HSA-6800380;R-HSA-388824
R-HSA-392518,Signal amplification,10,41,0.002690289,0.530705047,0.834748389,14,19,0.001342661,9606,Homo sapiens,GNA13;GNGT2;GNB2;GNA11;GNB4;POC1B;P3H3;GNG12;AAMP;GNAI1,,R-HSA-392195;R-HSA-428750;R-HSA-428749;R-HSA-428941;R-HSA-428909;R-HSA-392202;R-HSA-428918;R-HSA-9674529;R-HSA-418581;R-HSA-428917;R-HSA-418579;R-HSA-428752;R-HSA-418576;R-HSA-392187
R-HSA-180746,Nuclear import of Rev protein,10,41,0.002690289,0.530705047,0.834748389,3,7,4.95E-04,9606,Homo sapiens,NDC1;POM121;NUP205;POM121C;NUP42;NUP85;NUP62;PIM1;AAAS;NUP37,,R-HSA-180710;R-HSA-180687;R-HSA-180732
R-HSA-5610783,Degradation of GLI2 by the proteasome,15,62,0.004068241,0.53284368,0.834748389,5,5,3.53E-04,9606,Homo sapiens,PSMB7;PSMD12;PSMC5;RPN2;PSMA1;PSMD14;UBC;PSMD3;PRKACA;PRKACB;PSMB8;GLI2,,R-HSA-5610757;R-HSA-5610717;R-HSA-5610718;R-HSA-5610745;R-HSA-5610730
R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome,15,62,0.004068241,0.53284368,0.834748389,5,5,3.53E-04,9606,Homo sapiens,PSMB7;PSMD12;PSMC5;RPN2;PSMA1;PSMD14;UBC;PSMD3;PRKACA;PRKACB;GLI3;PSMB8,,R-HSA-5610720;R-HSA-5610754;R-HSA-5610722;R-HSA-5610732;R-HSA-5610746
R-HSA-4551638,SUMOylation of chromatin organization proteins,15,62,0.004068241,0.53284368,0.834748389,10,15,0.001059996,9606,Homo sapiens,NDC1;POM121;NUP205;CBX5;AAAS;SYNGR2;POM121C;NUP42;NUP85;H4C14;SUMO3;SUMO2;NUP62;SCMH1;NUP37,,R-HSA-4570485;R-HSA-4551655;R-HSA-6804485;R-HSA-4615987;R-HSA-4570496;R-HSA-4615872;R-HSA-4615839;R-HSA-4551727;R-HSA-4615900;R-HSA-4615933
R-HSA-389958,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,9,37,0.002427822,0.536788892,0.834748389,6,6,4.24E-04,9606,Homo sapiens,TUBB2B;TUBA1B;TUBB2A;TUBB3;PFDN2;PFDN4;TUBB4A;ACTB;TUBA8,,R-HSA-390453;R-HSA-389970;R-HSA-389954;R-HSA-389980;R-HSA-389961;R-HSA-390459
R-HSA-2428933,SHC-related events triggered by IGF1R,4,16,0.001049869,0.54014883,0.834748389,5,5,3.53E-04,9606,Homo sapiens,SHC1;SOS1,,R-HSA-2404193;R-HSA-2404195;R-HSA-5686318;R-HSA-5686072;R-HSA-5686073
R-HSA-879415,Advanced glycosylation endproduct receptor signaling,4,16,0.001049869,0.54014883,0.834748389,4,4,2.83E-04,9606,Homo sapiens,CAP1;BCAM;PRKCSH;CAPZA1,,R-HSA-879358;R-HSA-879377;R-HSA-879411;R-HSA-879362
R-HSA-8866427,VLDLR internalisation and degradation,4,16,0.001049869,0.54014883,0.834748389,4,4,2.83E-04,9606,Homo sapiens,UBC;PCSK9;AP2A1;AP2M1,,R-HSA-8855111;R-HSA-8854628;R-HSA-8855131;R-HSA-8855130
R-HSA-4839743,Signaling by CTNNB1 phospho-site mutants,4,16,0.001049869,0.54014883,0.834748389,4,4,2.83E-04,9606,Homo sapiens,PPP2R5E;PPP2R5B;CTNNB1;PPP2R5C,,R-HSA-4827388;R-HSA-4839635;R-HSA-4839634;R-HSA-4839638
R-HSA-5358747,CTNNB1 S33 mutants aren't phosphorylated,4,16,0.001049869,0.54014883,0.834748389,1,1,7.07E-05,9606,Homo sapiens,PPP2R5E;PPP2R5B;CTNNB1;PPP2R5C,,R-HSA-4839634
R-HSA-5358752,CTNNB1 T41 mutants aren't phosphorylated,4,16,0.001049869,0.54014883,0.834748389,1,1,7.07E-05,9606,Homo sapiens,PPP2R5E;PPP2R5B;CTNNB1;PPP2R5C,,R-HSA-4839638
R-HSA-5358749,CTNNB1 S37 mutants aren't phosphorylated,4,16,0.001049869,0.54014883,0.834748389,1,1,7.07E-05,9606,Homo sapiens,PPP2R5E;PPP2R5B;CTNNB1;PPP2R5C,,R-HSA-4839635
R-HSA-5358751,CTNNB1 S45 mutants aren't phosphorylated,4,16,0.001049869,0.54014883,0.834748389,1,1,7.07E-05,9606,Homo sapiens,PPP2R5E;PPP2R5B;CTNNB1;PPP2R5C,,R-HSA-4827388
R-HSA-1358803,Downregulation of ERBB2:ERBB3 signaling,4,16,0.001049869,0.54014883,0.834748389,6,8,5.65E-04,9606,Homo sapiens,AKT2;UBC;AKT1,,R-HSA-1358789;R-HSA-1358790;R-HSA-1358791;R-HSA-1358797;R-HSA-1358792;R-HSA-1358795
R-HSA-9005895,Pervasive developmental disorders,4,16,0.001049869,0.54014883,0.834748389,2,5,3.53E-04,9606,Homo sapiens,CAMK4;TBL1X;CALM1;PRKACA,,R-HSA-9005561;R-HSA-9005585
R-HSA-9675151,Disorders of Developmental Biology,4,16,0.001049869,0.54014883,0.834748389,2,5,3.53E-04,9606,Homo sapiens,CAMK4;TBL1X;CALM1;PRKACA,,R-HSA-9005561;R-HSA-9005585
R-HSA-9005891,Loss of function of MECP2 in Rett syndrome,4,16,0.001049869,0.54014883,0.834748389,2,5,3.53E-04,9606,Homo sapiens,CAMK4;TBL1X;CALM1;PRKACA,,R-HSA-9005561;R-HSA-9005585
R-HSA-9697154,Disorders of Nervous System Development,4,16,0.001049869,0.54014883,0.834748389,2,5,3.53E-04,9606,Homo sapiens,CAMK4;TBL1X;CALM1;PRKACA,,R-HSA-9005561;R-HSA-9005585
R-HSA-169911,Regulation of Apoptosis,13,54,0.003543307,0.542585652,0.834748389,5,5,3.53E-04,9606,Homo sapiens,PSMB7;ARHGAP10;PSMD12;PSMC5;PSMA1;RPN2;PSMD14;UBC;PSMD3;OMA1;PSMB8,,R-HSA-211731;R-HSA-211715;R-HSA-211734;R-HSA-211716;R-HSA-8867344
R-HSA-5655332,Signaling by FGFR3 in disease,8,33,0.002165354,0.543692093,0.834748389,21,21,0.001483994,9606,Homo sapiens,FGF9;FGF18;SOS1;FGF1;FGFR3;FGF2,,R-HSA-8853317;R-HSA-5655285;R-HSA-5655315;R-HSA-5655262;R-HSA-5655295;R-HSA-2012084;R-HSA-2012082;R-HSA-2038387;R-HSA-2038386;R-HSA-5655289;R-HSA-5655270;R-HSA-2033485;R-HSA-2077420;R-HSA-2012074;R-HSA-2012073;R-HSA-5655247;R-HSA-8853309;R-HSA-5655244;R-HSA-5655277;R-HSA-2033476;R-HSA-5655243
R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC,7,29,0.001902887,0.551672824,0.834748389,2,2,1.41E-04,9606,Homo sapiens,TUBB2B;TUBB2A;TUBB3;PFDN2;PFDN4;TUBB4A;ACTB,,R-HSA-389970;R-HSA-389980
R-HSA-69202,Cyclin E associated events during G1/S transition ,21,88,0.005774278,0.552304005,0.834748389,16,20,0.001413328,9606,Homo sapiens,PSMD12;RPN2;PSMD14;CCNH;CABLES1;PSMB8;CCNA2;PSMB7;CLN3;CCNA1;WEE1;PSMC5;CDK7;TFDP1;PSMA1;CCNE1;AKT2;UBC;PSMD3;AKT1;CCN1,,R-HSA-188386;R-HSA-187552;R-HSA-187520;R-HSA-188390;R-HSA-69191;R-HSA-69195;R-HSA-69199;R-HSA-157906;R-HSA-8848436;R-HSA-187574;R-HSA-187575;R-HSA-198613;R-HSA-8848414;R-HSA-69562;R-HSA-188345;R-HSA-188350
R-HSA-9619229,Activation of RAC1 downstream of NMDARs,3,12,7.87E-04,0.554118818,0.834748389,6,6,4.24E-04,9606,Homo sapiens,CAMK1;CALM1;ARHGEF7,,R-HSA-9619376;R-HSA-9619783;R-HSA-9619367;R-HSA-9619803;R-HSA-9619355;R-HSA-9619214
R-HSA-937042,IRAK2 mediated activation of TAK1 complex,3,12,7.87E-04,0.554118818,0.834748389,5,5,3.53E-04,9606,Homo sapiens,IRAK2;UBC,,R-HSA-936942;R-HSA-936991;R-HSA-936986;R-HSA-936963;R-HSA-936960
R-HSA-9020958,Interleukin-21 signaling,3,12,7.87E-04,0.554118818,0.834748389,5,5,3.53E-04,9606,Homo sapiens,STAT5B;STAT4;JAK1,,R-HSA-9006873;R-HSA-9006844;R-HSA-9005980;R-HSA-9006850;R-HSA-9006870
R-HSA-9613354,Lipophagy,3,12,7.87E-04,0.554118818,0.834748389,5,5,3.53E-04,9606,Homo sapiens,PRKAA2;PRKAG2;PLIN3,,R-HSA-9613666;R-HSA-9613530;R-HSA-9613352;R-HSA-9613513;R-HSA-9613565
R-HSA-418889,Caspase activation via Dependence Receptors in the absence of ligand,3,12,7.87E-04,0.554118818,0.834748389,6,8,5.65E-04,9606,Homo sapiens,MAGED1;UNC5B;CASP3,,R-HSA-418852;R-HSA-418849;R-HSA-418846;R-HSA-418845;R-HSA-373705;R-HSA-374699
R-HSA-112411,MAPK1 (ERK2) activation,3,12,7.87E-04,0.554118818,0.834748389,1,3,2.12E-04,9606,Homo sapiens,IL6;IL11RA;JAK1,,R-HSA-109858
R-HSA-168276,NS1 Mediated Effects on Host Pathways,11,46,0.003018373,0.554161862,0.834748389,2,6,4.24E-04,9606,Homo sapiens,NDC1;POM121;NUP205;POM121C;NUP42;NUP85;NUP62;ISG15;KPNA2;AAAS;NUP37,,R-HSA-1176059;R-HSA-6791035
R-HSA-418597,G alpha (z) signalling events,15,63,0.004133858,0.557466226,0.834748389,13,13,9.19E-04,9606,Homo sapiens,GNAZ;PRKCB;PRKCE;PRKCD;ADCY3;PRKCA;P3H3;GNG12;ADCY7;GNAI1;RGS2;GNGT2;GNB2;GNB4;POC1B;PRKACA,,R-HSA-392133;R-HSA-392129;R-HSA-392064;R-HSA-8982703;R-HSA-749453;R-HSA-750988;R-HSA-751040;R-HSA-8982018;R-HSA-8982021;R-HSA-749446;R-HSA-8981892;R-HSA-751024;R-HSA-8982709
R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,10,42,0.002755906,0.560885949,0.834748389,2,2,1.41E-04,9606,Homo sapiens,NDC1;NEK9;POM121;NUP205;POM121C;NUP42;NUP85;NUP62;AAAS;NUP37,,R-HSA-2990880;R-HSA-2990882
R-HSA-187687,Signalling to ERKs,10,42,0.002755906,0.560885949,0.834748389,15,32,0.002261324,9606,Homo sapiens,MAPK11;RALA;SHC2;SHC3;SHC1;KIDINS220;MAPKAPK2;SOS1;MAPK12;MAPK13,,R-HSA-5685366;R-HSA-5686071;R-HSA-169891;R-HSA-171011;R-HSA-169895;R-HSA-9612980;R-HSA-167019;R-HSA-187688;R-HSA-170991;R-HSA-169901;R-HSA-171026;R-HSA-167056;R-HSA-169904;R-HSA-167217;R-HSA-169905
R-HSA-373752,Netrin-1 signaling,14,59,0.003871391,0.562915639,0.834748389,29,37,0.002614656,9606,Homo sapiens,MYO10;UNC5B;NTN4;RGMB;NTN1;MAPK12;ROBO1;MAPK13;MAPK11;ABLIM1;SLIT3;FYN;SLIT2;DSCAML1,,R-HSA-593672;R-HSA-373711;R-HSA-374665;R-HSA-373707;R-HSA-374667;R-HSA-373716;R-HSA-593690;R-HSA-373713;R-HSA-373715;R-HSA-593685;R-HSA-622357;R-HSA-373720;R-HSA-451366;R-HSA-374692;R-HSA-418850;R-HSA-374689;R-HSA-374701;R-HSA-418863;R-HSA-418858;R-HSA-418859;R-HSA-418856;R-HSA-418868;R-HSA-373751;R-HSA-418866;R-HSA-418865;R-HSA-376126;R-HSA-418874;R-HSA-418872;R-HSA-376122
R-HSA-445989,TAK1-dependent IKK and NF-kappa-B activation  ,13,55,0.003608924,0.568822982,0.834748389,8,17,0.001201329,9606,Homo sapiens,NFKBIA;BCAM;IRAK1;IRAK2;RIPK2;NKIRAS1;NKIRAS2;UBC;UBE2N;UBE2V1;ALPK1;USP18,,R-HSA-9761344;R-HSA-168166;R-HSA-9750946;R-HSA-9758604;R-HSA-9630923;R-HSA-168184;R-HSA-9750942;R-HSA-9773803
R-HSA-9614085,FOXO-mediated transcription,26,110,0.007217848,0.571414004,0.834748389,33,85,0.006006643,9606,Homo sapiens,CREBBP;BTG1;GADD45A;CAV1;TXN;NR3C1;FBXO32;YWHAZ;STK11;BCL2L11;YWHAQ;BCL6;AKT2;CCNG2;AKT1;SFN;PPARGC1A;YWHAG,,R-HSA-199299;R-HSA-9617683;R-HSA-9624976;R-HSA-9614423;R-HSA-9620891;R-HSA-9623192;R-HSA-9624985;R-HSA-9617758;R-HSA-9625375;R-HSA-9620828;R-HSA-9625693;R-HSA-9623168;R-HSA-9626945;R-HSA-9617735;R-HSA-9623240;R-HSA-9622604;R-HSA-9622579;R-HSA-9620915;R-HSA-9626928;R-HSA-9623280;R-HSA-9624624;R-HSA-9623281;R-HSA-9617852;R-HSA-9617853;R-HSA-9625378;R-HSA-9614562;R-HSA-9625699;R-HSA-9622627;R-HSA-9624611;R-HSA-9622630;R-HSA-9614564;R-HSA-9620837;R-HSA-9622572
R-HSA-5655862,Translesion synthesis by POLK,5,21,0.001377953,0.572694687,0.834748389,3,3,2.12E-04,9606,Homo sapiens,RFC2;UBC;REV3L;RPA1,,R-HSA-5655892;R-HSA-5655965;R-HSA-5655835
R-HSA-5083632,Defective C1GALT1C1 causes TNPS,5,21,0.001377953,0.572694687,0.834748389,1,1,7.07E-05,9606,Homo sapiens,MUC1;C1GALT1;MUC20;MUC3A;MUC4,,R-HSA-6785524
R-HSA-9690406,Transcriptional regulation of testis differentiation,5,21,0.001377953,0.572694687,0.834748389,15,18,0.001271995,9606,Homo sapiens,FGF9;FOXL2;SOX9,,R-HSA-9692146;R-HSA-9693009;R-HSA-9690896;R-HSA-9692150;R-HSA-9690395;R-HSA-9692154;R-HSA-9690877;R-HSA-9692131;R-HSA-9692129;R-HSA-9692135;R-HSA-9692134;R-HSA-9690404;R-HSA-9692228;R-HSA-9690414;R-HSA-9692236
R-HSA-5660526,Response to metal ions,5,21,0.001377953,0.572694687,0.834748389,9,31,0.002190658,9606,Homo sapiens,MT2A;CSRP1;MT1F;MT1E,,R-HSA-5662598;R-HSA-5662614;R-HSA-5660503;R-HSA-5662596;R-HSA-5660514;R-HSA-5662595;R-HSA-5662608;R-HSA-5662623;R-HSA-5662986
R-HSA-4570464,SUMOylation of RNA binding proteins,12,51,0.003346457,0.575271439,0.834748389,3,4,2.83E-04,9606,Homo sapiens,NDC1;POM121;NUP205;SYNGR2;POM121C;NUP42;NUP85;SUMO2;NUP62;SCMH1;AAAS;NUP37,,R-HSA-4570499;R-HSA-4570493;R-HSA-4570489
R-HSA-8937144,Aryl hydrocarbon receptor signalling,2,8,5.25E-04,0.575717348,0.834748389,5,5,3.53E-04,9606,Homo sapiens,ARNT2;AHR,,R-HSA-8937177;R-HSA-8937169;R-HSA-8936849;R-HSA-8936851;R-HSA-8937191
R-HSA-182218,Nef Mediated CD8 Down-regulation,2,8,5.25E-04,0.575717348,0.834748389,3,3,2.12E-04,9606,Homo sapiens,AP2A1;AP2M1,,R-HSA-182198;R-HSA-182186;R-HSA-182171
R-HSA-111459,Activation of caspases through apoptosome-mediated cleavage,2,8,5.25E-04,0.575717348,0.834748389,2,2,1.41E-04,9606,Homo sapiens,APAF1;CASP3,,R-HSA-114261;R-HSA-114252
R-HSA-111957,Cam-PDE 1 activation,2,8,5.25E-04,0.575717348,0.834748389,2,2,1.41E-04,9606,Homo sapiens,PDE1C;CALM1,,R-HSA-111955;R-HSA-111956
R-HSA-5576894,Phase 1 - inactivation of fast Na+ channels,2,8,5.25E-04,0.575717348,0.834748389,1,1,7.07E-05,9606,Homo sapiens,KCNIP1;KCNIP3,,R-HSA-5577234
R-HSA-9652817,Signaling by MAPK mutants,2,8,5.25E-04,0.575717348,0.834748389,1,1,7.07E-05,9606,Homo sapiens,DUSP9;DUSP6,,R-HSA-9652816
R-HSA-3065676,SUMO is conjugated to E1 (UBA2:SAE1),2,8,5.25E-04,0.575717348,0.834748389,2,3,2.12E-04,9606,Homo sapiens,SUMO3;SUMO2,,R-HSA-2993784;R-HSA-2993781
R-HSA-9758920,Formation of lateral plate mesoderm,2,8,5.25E-04,0.575717348,0.834748389,3,5,3.53E-04,9606,Homo sapiens,BMP4;COL4A1,,R-HSA-9759892;R-HSA-9759920;R-HSA-9759859
R-HSA-111469,"SMAC, XIAP-regulated apoptotic response",2,8,5.25E-04,0.575717348,0.834748389,5,10,7.07E-04,9606,Homo sapiens,APAF1;CASP3,,R-HSA-114419;R-HSA-9627104;R-HSA-114306;R-HSA-114361;R-HSA-114440
R-HSA-75094,Formation of the Editosome,2,8,5.25E-04,0.575717348,0.834748389,1,2,1.41E-04,9606,Homo sapiens,APOBEC3B,,R-HSA-77609
R-HSA-9730628,Sensory perception of salty taste,2,8,5.25E-04,0.575717348,0.834748389,1,2,1.41E-04,9606,Homo sapiens,SCNN1D;SCNN1A,,R-HSA-2672334
R-HSA-3304349,Loss of Function of SMAD2/3 in Cancer,2,8,5.25E-04,0.575717348,0.834748389,1,2,1.41E-04,9606,Homo sapiens,TGFBR1;TGFBR2,,R-HSA-3304394
R-HSA-9758919,Epithelial-Mesenchymal Transition (EMT) during gastrulation,2,8,5.25E-04,0.575717348,0.834748389,2,5,3.53E-04,9606,Homo sapiens,CDH1;CLDN7,,R-HSA-9759751;R-HSA-9756414
R-HSA-9683683,Maturation of protein E,2,8,5.25E-04,0.575717348,0.834748389,1,5,3.53E-04,9606,Homo sapiens,UBC,,R-HSA-9683679
R-HSA-9694493,Maturation of protein E,2,8,5.25E-04,0.575717348,0.834748389,1,5,3.53E-04,9606,Homo sapiens,UBC,,R-HSA-9694529
R-HSA-8873719,RAB geranylgeranylation,16,68,0.004461942,0.575904234,0.834748389,2,5,3.53E-04,9606,Homo sapiens,RAB3B;RAB2A;RAB4A;RAB1B;RAB3D;RAB27A;RAB31;RAB40B;RAB20;RAB25;RAB26;RAB12;RAB24;RAB6B;RAB9B,,R-HSA-8870469;R-HSA-8870466
R-HSA-5654732,Negative regulation of FGFR3 signaling,8,34,0.002230971,0.57703621,0.834748389,5,14,9.89E-04,9606,Homo sapiens,FGF9;UBC;FGF18;FGF1;FGFR3;FGF2,,R-HSA-5654679;R-HSA-934604;R-HSA-5654565;R-HSA-1295621;R-HSA-5654730
R-HSA-109606,Intrinsic Pathway for Apoptosis,15,64,0.004199475,0.581614631,0.834748389,31,63,0.004451982,9606,Homo sapiens,PPP1R13B;APAF1;YWHAZ;BCL2L11;TFDP1;YWHAQ;DLC1;CASP3;AKT2;NMT1;AKT1;SFN;YWHAG;YWHAH;VTI1B,,R-HSA-139906;R-HSA-9627089;R-HSA-114306;R-HSA-508163;R-HSA-508162;R-HSA-139908;R-HSA-198347;R-HSA-114440;R-HSA-139913;R-HSA-6804652;R-HSA-139918;R-HSA-114252;R-HSA-139919;R-HSA-4331340;R-HSA-114254;R-HSA-114256;R-HSA-114259;R-HSA-6804596;R-HSA-114261;R-HSA-9627078;R-HSA-9627056;R-HSA-6805507;R-HSA-114419;R-HSA-9627104;R-HSA-141367;R-HSA-114361;R-HSA-139899;R-HSA-140217;R-HSA-4331327;R-HSA-4331324;R-HSA-140221
R-HSA-177243,Interactions of Rev with host cellular proteins,11,47,0.00308399,0.582367864,0.834748389,10,16,0.001130662,9606,Homo sapiens,NDC1;POM121;NUP205;POM121C;NUP42;NUP85;NUP62;PIM1;EMB;AAAS;NUP37,,R-HSA-165043;R-HSA-180739;R-HSA-180710;R-HSA-165047;R-HSA-165028;R-HSA-180885;R-HSA-165034;R-HSA-180687;R-HSA-165055;R-HSA-180732
R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,27,115,0.007545932,0.585593748,0.834748389,12,15,0.001059996,9606,Homo sapiens,ITSN2;TFRC;GPS1;TGFA;AP2A1;ADRB2;EGFR;UBC;FCHO2;REPS2;LDLR;KIAA0319;AP2M1;AGFG1;EGF;SGIP1;WNT5A;EPS15L1;TACR1;EPN1;HGS;SYT11;VAMP4;CFTR;HBEGF,,R-HSA-8866279;R-HSA-8863463;R-HSA-8863718;R-HSA-8866277;R-HSA-9681616;R-HSA-8866275;R-HSA-8863472;R-HSA-8863471;R-HSA-8866269;R-HSA-8866283;R-HSA-8863723;R-HSA-8863721
R-HSA-933542,TRAF6 mediated NF-kB activation,7,30,0.001968504,0.587013323,0.834748389,4,4,2.83E-04,9606,Homo sapiens,IFIH1;NFKBIA;MAVS;BCAM;NKIRAS1;NKIRAS2;TRIM25,,R-HSA-933530;R-HSA-168166;R-HSA-933528;R-HSA-168140
